time,Ca1,Cb1,T1,Ca2,Cb2,T2,Ca3,Cb3,T3,fault
0.0,1.252,0.498,339.84,0.812,0.623,339.68,0.501,0.687,339.49,none
0.40080160320641284,1.2521170537354793,0.4988057304683681,339.83976898890495,0.8113050047405352,0.6249538902503402,339.67964680397046,0.5014283774913584,0.6860538994074682,339.4901669621286,none
0.8016032064128257,1.2522306916986734,0.49959019060781035,339.8395428056978,0.8106342750805741,0.6268612498977689,339.6792962681961,0.5018298905788697,0.6851768391690191,339.49032357687616,none
1.2024048096192386,1.252341016231358,0.5003539389129236,339.83932134798675,0.8099869788617071,0.6287232373686577,339.6789484345992,0.5022058618420127,0.6843656798467764,339.4904701081849,none
1.6032064128256514,1.2524481295455174,0.5010975302384258,339.8391045142064,0.8093622819841666,0.6305410083841512,339.6786033454825,0.5025576357780732,0.6836172502237313,339.49060681579493,none
2.0040080160320644,1.252552125897349,0.5018214871660811,339.83889220726377,0.808759427104935,0.6323156421564936,339.67826103480724,0.5028863713654012,0.6829287556439204,339.4907339540157,none
2.404809619238477,1.2526530960294173,0.5025263164352699,339.83868433243543,0.8081776891497842,0.6340481832361021,339.67792153314525,0.5031931581967796,0.6822975486984888,339.4908517726242,none
2.80561122244489,1.2527511285394548,0.503212513970701,339.8384807967261,0.8076163615688221,0.6357396544147238,339.6775848692045,0.5034790525819711,0.6817210580799682,339.4909605171023,none
3.2064128256513027,1.252846309880363,0.5038805648824107,339.8382815088686,0.8070747563364925,0.6373910567254364,339.67725106982937,0.5037450775477174,0.6811967885822763,339.49106042863616,none
3.6072144288577155,1.2529387243602104,0.5045309434657634,339.8380863793237,0.8065522039515752,0.6390033694426479,339.6769201600002,0.5039922228377394,0.6807223211007174,339.4911517441167,none
4.008016032064129,1.2530284541422338,0.5051641132014515,339.8378953202805,0.8060480534371861,0.640577550082097,339.6765921628336,0.5042214449127376,0.6802953126319823,339.49123469613926,none
4.408817635270541,1.253115579244839,0.505780526755495,339.837708245656,0.8055616723407768,0.6421145344008524,339.67626709958256,0.5044336669503916,0.679913496274148,339.4913095130039,none
4.809619238476954,1.2532001775415984,0.506380625979242,339.83752507109534,0.8050924467341353,0.6436152363973133,339.6759449896361,0.5046297788453604,0.6795746812266781,339.49137641871516,none
5.210420841683367,1.2532823247612535,0.5069648419093684,339.83734571397184,0.8046397812133851,0.6450805483112095,339.6756258505195,0.5048106372092822,0.6792767527904223,339.4914356329822,none
5.61122244488978,1.2533620944877133,0.5075335947678782,339.8371700933868,0.8042030988989862,0.6465113406236009,339.6753096978943,0.5049770653707745,0.6790176723676172,339.4914873712186,none
6.012024048096192,1.253439558160055,0.5080872939621028,339.8369981301697,0.8037818414357343,0.6479084620568779,339.67499654555814,0.505129853375434,0.6787954774618852,339.49153184454286,none
6.412825651302605,1.2535147850725243,0.5086263380847021,339.8368297468781,0.8033754689927611,0.6492727395747613,339.6746864054451,0.505269757985837,0.6786082816782355,339.49156925977775,none
6.813627254509019,1.253587842375882,0.5091511149310036,339.8366648677946,0.802983460262419,0.6506049783903843,339.67437928762695,0.5053975026076678,0.6784542748199428,339.49159981946445,none
7.214428857715431,1.2536587947582172,0.5096620022854135,339.8365034187149,0.8026053176300301,0.6519059582326611,339.6740752000053,0.5055137515313859,0.678331765946672,339.4916237239553,none
7.615230460921844,1.2537277032069185,0.5101593612902312,339.83634532791245,0.8022405775214246,0.6531764224946701,339.6737741468756,0.505619095606122,0.6782392197760593,339.4916411689238,none
8.016032064128257,1.253794626747632,0.5106435421215021,339.8361905254523,0.8018887922236607,0.654417094919743,339.6734761308442,0.5057141045410394,0.6781751564082172,339.4916523448991,none
8.41683366733467,1.2538596230182768,0.5111148874701454,339.836038942668,0.8015495254954685,0.6556286845017675,339.6731811535016,0.5057993299577855,0.6781381399165662,339.49165743887136,none
8.817635270541082,1.2539227482690443,0.5115737325419548,339.83589051216154,0.8012223525672497,0.656811885485188,339.67288921542195,0.5058753053904921,0.6781267783478349,339.4916566342923,none
9.218436873747494,1.2539840573623986,0.5120204050575973,339.83574516780345,0.8009068601410776,0.657967377365005,339.6726003161636,0.5059425462857746,0.6781397237220598,339.49165011107505,none
9.619238476953909,1.2540436037730767,0.5124552252526144,339.83560284473265,0.8006026463906973,0.6590958248867756,339.67231445426887,0.5060015500027328,0.6781756720325857,339.49163804559396,none
10.02004008016032,1.2541014395880872,0.5128785058774215,339.8354634793565,0.8003093209615257,0.6601978780466135,339.67203162726395,0.5060527958129504,0.6782333632460653,339.4916206106849,none
10.420841683366733,1.2541576155067127,0.5132905521973078,339.83532700935103,0.8000265049706513,0.6612741720911883,339.67175183165915,0.5060967449004952,0.6783115813024596,339.49159797564494,none
10.821643286573147,1.254212180840507,0.5136916619924367,339.83519337366056,0.7997538310068342,0.6623253275177265,339.67147506294856,0.5061338403619189,0.6784091541150374,339.49157030623263,none
11.22244488977956,1.2542651835132974,0.5140821255578455,339.83506251249787,0.7994909431305062,0.6633519500740108,339.6712013156105,0.5061645072062575,0.6785249535703758,339.49153776466795,none
11.623246492985972,1.2543166700611836,0.5144622257034456,339.83493436734426,0.7992374968737709,0.6643546307583803,339.67093058310707,0.506189152355031,0.6786578955283596,339.49150050963203,none
12.024048096192384,1.2543666856325375,0.5148322377540221,339.8348088809496,0.7989931592404037,0.6653339458197305,339.6706628578844,0.5062081646422434,0.6788069398221823,339.4914586962676,none
12.424849699398798,1.254415273988364,0.5151924295512307,339.8346859973317,0.7987576087029071,0.666290456760882,339.670398131373,0.5062219148182343,0.67897109024804,339.49141247617956,none
12.82565130260521,1.2544624779376798,0.5155430644351514,339.83456566129166,0.7985305322093076,0.6672247144355078,339.67013639444167,0.506230755460334,0.6791493891517889,339.49136199919616,none
13.226452905811623,1.2545083376296675,0.5158843932333085,339.83444781956007,0.7983116405991644,0.6681372431544476,339.66987763550964,0.5062349905511181,0.6793409843374432,339.49130741101,none
13.627254509018037,1.2545528912512967,0.516216656213546,339.8343324205972,0.7981006609905801,0.6690285471661734,339.66962184134917,0.5062348989513974,0.6795450853218834,339.4912488525273,none
14.02805611222445,1.2545961761353506,0.516540088669746,339.8342194137692,0.7978973271657657,0.6698991210033387,339.6693689982965,0.5062307509030243,0.6797609247202426,339.4911864618825,none
14.428857715430862,1.254638228760426,0.5168549209218297,339.8341087493477,0.7977013795710405,0.6707494494827778,339.66911909225155,0.506222808028892,0.6799877582459065,339.4911203744385,none
14.829659318637274,1.2546790847509335,0.5171613783157563,339.8340003785102,0.797512565316832,0.6715800077055071,339.6688721086784,0.5062113233329355,0.6802248647105128,339.49105072278655,none
15.230460921843688,1.254718778877097,0.5174596812235234,339.8338942533398,0.7973306381776762,0.6723912610567234,339.6686280326049,0.5061965412001306,0.6804715460239514,339.4909776367462,none
15.6312625250501,1.2547573450549545,0.5177500450431671,339.83379032682524,0.7971553585922178,0.6731836652058059,339.6683868486229,0.5061786973964945,0.6807271271943651,339.4909012433655,none
16.032064128256515,1.2547948163463571,0.5180326801987624,339.8336885528609,0.796986493663209,0.6739576661063142,339.6681485408881,0.5061580190690856,0.6809909563281485,339.4908216669206,none
16.432865731462925,1.25483122495897,0.5183077921404219,339.83358888624707,0.796823817157511,0.6747136999959898,339.6679130931202,0.5061347247460037,0.681262404629949,339.4907390289163,none
16.83366733466934,1.2548666022462716,0.5185755813442973,339.8334912826895,0.7966671095060932,0.6754521933967554,339.6676804886027,0.5061090243363897,0.6815408664026661,339.49065344808554,none
17.234468937875754,1.2549009787075542,0.5188362433125784,339.83339569879973,0.7965161578040334,0.6761735631147151,339.66745071018306,0.5060811191304257,0.6818257590474517,339.49056504038964,none
